item,tier,pop_decile,train_pop,exposures,hits20_noobj_s0,hits20_noobj_s1,hits20_noobj_s2,hits20_control_s0,hits20_control_s1,hits20_control_s2,hits20_shufobj_s0,hits20_shufobj_s1,hits20_shufobj_s2
1967,near,6,7,2,0,0,0,0,0,0,0,0,0
1968,exact,2,3,5,0,0,0,0,0,0,0,0,0
1969,exact,6,7,3,0,0,0,0,0,0,0,0,0
1970,exact,1,2,1,0,0,0,0,0,0,0,0,0
1971,near,1,2,2,0,0,0,0,0,0,0,0,0
1973,exact,1,2,1,0,0,0,0,0,0,0,0,0
1974,exact,5,5,1,0,0,0,0,0,0,0,0,0
1975,near,1,2,1,0,0,0,0,0,0,0,0,0
1976,exact,8,17,5,0,0,0,0,0,0,0,0,0
1977,exact,5,6,3,0,0,0,0,0,0,0,0,0
1978,near,1,2,1,0,0,0,0,0,0,0,0,0
1979,near,5,6,1,0,0,0,0,0,0,0,0,0
1980,exact,9,30,10,0,0,0,0,0,0,0,0,0
1981,exact,5,6,3,0,0,0,0,0,0,0,0,0
1982,near,6,8,2,0,0,0,0,0,0,0,0,0
1983,exact,6,8,1,0,0,0,0,0,0,0,0,0
1984,near,3,4,2,0,0,0,0,0,0,0,0,0
1985,exact,9,140,48,7,5,1,5,5,4,5,3,4
1986,near,9,37,11,0,0,0,0,0,0,0,0,0
1987,exact,1,2,2,0,0,0,0,0,0,0,0,0
1988,exact,3,4,8,0,0,0,0,0,0,0,0,0
1990,exact,6,7,9,0,0,0,0,0,0,0,0,0
1992,far,3,4,1,0,0,0,0,0,0,0,0,0
1993,exact,3,4,2,0,0,0,0,0,0,0,0,0
1995,exact,2,3,1,0,0,0,0,0,0,0,0,0
1996,exact,2,3,2,0,0,0,0,0,0,0,0,0
1997,exact,6,8,3,0,0,0,0,0,0,0,0,0
1998,near,0,0,2,0,0,0,0,0,0,0,0,0
2000,exact,5,5,3,0,0,0,0,0,0,0,0,0
2001,near,3,4,4,0,0,0,0,0,0,0,0,0
2002,exact,2,3,2,0,0,0,0,0,0,0,0,0
2003,near,5,5,3,0,0,0,0,0,0,0,0,0
2004,near,3,4,4,0,0,0,0,0,0,0,0,0
2005,far,9,24,10,0,0,0,0,1,0,0,0,0
2007,near,7,10,3,0,0,0,0,0,0,0,0,0
2008,near,6,8,7,0,0,0,0,0,0,0,0,0
2009,exact,5,6,1,0,0,0,0,0,0,0,0,0
2011,far,5,5,2,0,0,0,0,0,0,0,0,0
2012,near,9,24,6,0,0,0,0,0,0,0,0,0
2013,exact,6,7,3,0,0,0,0,0,0,0,0,0
2014,exact,2,3,4,0,0,0,0,0,0,0,0,0
2015,near,2,3,1,0,0,0,0,0,0,0,0,0
2016,near,8,16,6,0,0,0,0,0,0,0,0,0
2020,near,8,14,5,0,1,0,2,1,1,0,1,0
2021,far,1,2,3,0,0,0,0,0,0,0,0,0
2022,far,9,32,11,3,2,2,3,3,2,2,3,2
2023,exact,9,44,14,0,0,0,0,0,0,0,0,0
2024,exact,3,4,1,0,0,0,0,0,0,0,0,0
2025,exact,1,2,4,0,0,0,0,0,0,0,0,0
2026,exact,1,2,2,0,0,0,0,0,0,0,0,0
2027,exact,5,6,4,0,0,0,0,0,0,0,0,0
2028,near,2,3,2,0,0,0,0,0,0,0,0,0
2029,near,8,13,2,1,1,1,1,1,1,1,0,1
2031,exact,3,4,3,0,0,0,0,0,0,0,0,0
2032,near,1,2,1,0,0,0,0,0,0,0,0,0
2033,exact,9,31,12,0,0,0,0,0,0,0,0,0
2034,exact,5,6,3,0,0,0,0,0,0,0,0,0
2035,exact,1,2,1,0,0,0,0,0,0,0,0,0
2037,near,6,8,1,0,0,0,0,0,0,0,0,0
2038,near,5,5,5,0,0,0,0,0,0,0,0,0
2039,exact,9,30,8,6,6,6,6,6,6,6,6,6
2040,exact,9,37,17,0,0,0,0,0,0,0,0,0
2041,near,7,9,1,0,0,0,0,0,0,0,0,0
2042,exact,3,4,1,0,0,0,0,0,0,0,0,0
2043,exact,3,4,2,0,0,0,0,0,0,0,0,0
2045,near,5,6,1,0,1,0,0,0,0,0,1,0
2046,far,2,3,2,0,0,0,0,0,0,0,0,0
2049,exact,7,9,6,0,0,0,0,0,0,0,0,0
2050,exact,6,8,4,0,0,0,0,0,0,0,0,0
2051,exact,5,6,1,0,0,0,0,0,0,0,0,0
2052,near,8,14,1,0,0,0,0,0,0,0,0,0
2053,near,8,16,4,1,0,0,1,0,0,1,0,0
2054,exact,3,4,4,0,0,0,0,0,0,0,0,0
2055,far,9,39,10,1,2,1,1,2,0,1,2,1
2056,exact,9,71,30,1,1,1,2,3,3,1,1,3
2057,near,5,6,1,0,0,0,0,0,0,0,0,0
2058,exact,8,16,9,0,0,0,0,0,0,0,0,0
2059,exact,9,74,23,2,2,0,4,3,2,3,2,0
2060,exact,5,6,2,0,0,0,0,0,0,0,0,0
2061,near,9,33,6,0,0,0,0,0,0,0,0,0
2062,exact,9,27,16,0,0,0,0,0,0,0,0,0
2063,near,5,6,3,0,0,0,0,0,0,0,0,0
2064,exact,9,67,24,0,0,2,0,0,3,1,0,2
2065,near,8,15,4,0,0,0,0,0,0,0,0,0
2066,exact,1,2,3,0,0,0,0,0,0,0,0,0
2067,exact,8,18,1,0,0,0,0,0,0,0,0,0
2068,near,3,4,5,0,0,0,0,0,0,0,0,0
2070,near,1,2,3,0,0,0,0,0,0,0,0,0
2071,exact,8,19,3,0,0,0,0,0,0,0,0,0
2072,exact,8,19,13,0,0,0,0,0,0,0,0,0
2073,exact,2,3,1,0,0,0,0,0,0,0,0,0
2074,exact,2,3,1,0,0,0,0,0,0,0,0,0
2075,exact,0,1,2,0,0,0,0,0,0,0,0,0
2077,far,5,6,3,1,0,1,1,0,1,1,1,1
2078,exact,1,2,1,0,0,0,0,0,0,0,0,0
2079,exact,0,1,3,0,0,0,0,0,0,0,0,0
2080,exact,0,1,3,0,0,0,0,0,0,0,0,0
2081,exact,1,2,2,0,0,0,0,0,0,0,0,0
2082,near,2,3,2,0,0,0,0,0,0,0,0,0
2083,near,2,3,1,0,0,0,0,0,0,0,0,0
2084,near,5,6,4,0,0,0,0,0,0,0,0,0
2086,near,1,2,2,0,0,0,0,0,0,0,0,0
2087,exact,1,2,1,0,0,0,0,0,0,0,0,0
2088,near,3,4,2,0,0,0,0,0,0,0,0,0
2089,exact,6,7,5,0,0,0,0,0,0,0,0,0
2090,exact,3,4,2,0,0,0,0,0,0,0,0,0
2091,exact,1,2,1,0,0,0,0,0,0,0,0,0
2092,near,8,13,6,0,0,0,0,0,0,0,0,0
2093,near,5,6,3,0,0,0,0,0,0,0,0,0
2095,exact,5,6,1,0,0,0,0,0,0,0,0,0
2096,exact,3,4,2,0,0,0,0,0,0,0,0,0
2097,exact,9,59,20,0,0,1,0,0,0,0,0,0
2098,near,8,20,14,0,0,0,0,0,0,0,0,0
2099,exact,5,5,1,0,0,0,0,0,0,0,0,0
2100,near,2,3,3,0,0,0,0,0,0,0,0,0
2101,exact,2,3,3,0,0,0,0,0,0,0,0,0
2102,near,7,12,12,2,2,2,2,2,2,2,2,2
2104,far,9,28,8,0,0,0,0,0,0,0,0,0
2106,exact,1,2,2,0,0,0,0,0,0,0,0,0
2108,near,5,6,2,0,0,0,0,0,0,0,0,0
2109,exact,9,83,35,2,1,5,3,2,3,0,1,3
2110,far,1,2,4,0,0,0,0,0,0,0,0,0
2111,near,2,3,1,0,0,0,0,0,0,0,0,0
2113,exact,7,12,5,0,0,0,0,0,1,0,0,0
2114,exact,6,7,3,0,0,0,0,0,0,0,0,0
2115,near,5,6,1,0,0,0,0,0,0,0,0,0
2116,exact,5,5,3,0,0,1,0,0,1,0,0,0
2117,near,6,8,2,1,1,0,0,0,1,0,0,0
2120,near,5,6,2,0,0,0,0,0,0,0,0,0
2121,exact,8,13,10,0,0,0,0,0,0,0,0,0
2122,exact,3,4,2,0,0,0,0,0,0,0,0,0
2123,near,5,5,5,0,0,0,0,0,0,0,0,0
2124,near,7,12,2,1,1,0,1,1,1,1,1,1
2125,near,2,3,5,0,0,0,0,0,0,0,0,0
2126,far,7,9,4,0,0,0,0,0,0,0,0,0
2127,near,5,5,2,0,0,0,0,0,0,0,0,0
2128,exact,0,1,2,0,0,0,0,0,0,0,0,0
2129,near,8,13,7,1,1,1,1,1,1,1,1,1
2130,exact,9,29,10,1,0,0,1,0,0,0,0,0
2131,near,6,7,2,0,0,0,0,0,0,0,0,0
2132,exact,7,10,4,0,0,0,0,0,0,0,0,0
2133,exact,2,3,1,0,0,0,0,0,0,0,0,0
2134,exact,3,4,4,0,0,0,0,0,0,0,0,0
2135,exact,2,3,8,0,0,0,0,0,0,0,0,0
2137,exact,7,10,11,0,0,0,0,0,0,0,0,0
2138,exact,6,8,4,0,0,0,0,0,0,0,0,0
2139,exact,7,10,3,0,0,0,0,0,0,0,0,0
2140,exact,1,2,2,0,0,0,0,0,0,0,0,0
2141,near,5,6,3,0,0,0,0,0,0,0,0,0
2142,near,7,12,10,0,0,0,0,0,0,0,0,0
2143,exact,1,2,2,0,0,0,0,0,0,0,0,0
2144,exact,0,1,2,0,0,0,0,0,0,0,0,0
2145,exact,3,4,1,0,0,0,0,0,0,0,0,0
2146,near,8,14,1,0,0,0,0,0,0,0,0,0
2147,near,1,2,1,0,0,0,0,0,0,0,0,0
2148,exact,2,3,2,0,0,0,0,0,0,0,0,0
2150,far,8,17,2,0,0,0,0,0,0,0,0,0
2151,near,9,26,11,0,0,0,0,0,0,0,0,0
2152,exact,2,3,2,0,0,0,0,0,0,0,0,0
2153,exact,9,84,31,2,0,2,2,3,1,4,0,2
2154,near,2,3,1,0,0,0,0,0,0,0,0,0
2155,exact,5,6,4,0,0,0,0,0,0,0,0,0
2156,exact,6,8,4,0,0,0,0,0,0,0,0,0
2157,far,5,5,1,0,0,0,0,0,0,0,0,0
2158,exact,7,10,6,0,0,0,0,0,0,0,0,0
2159,near,9,25,5,0,1,1,0,1,1,0,0,1
2160,exact,6,7,6,0,0,0,0,0,0,0,0,0
2161,near,8,16,7,1,1,1,1,1,1,0,0,1
2162,exact,8,19,4,0,0,0,0,0,0,0,0,0
2163,near,3,4,5,0,0,0,0,0,0,0,0,0
2164,far,5,6,3,0,0,0,0,0,0,0,0,0
2165,exact,2,3,4,0,0,0,0,0,0,0,0,0
2166,exact,8,15,5,0,0,0,0,0,0,1,0,0
2167,near,9,51,24,1,0,1,1,0,1,1,0,1
2168,near,0,0,6,0,0,0,0,0,0,0,0,0
2169,exact,3,4,3,0,0,0,0,0,0,0,0,0
2171,exact,9,71,39,2,2,2,3,4,2,1,0,1
2172,near,8,17,1,0,0,0,0,0,0,0,0,0
2173,near,3,4,4,0,0,0,0,0,0,0,0,0
2174,near,8,20,7,0,0,0,0,0,0,0,0,0
2175,near,2,3,1,0,0,0,0,0,0,0,0,0
2176,near,7,10,5,0,0,0,0,0,0,0,0,0
2177,far,9,34,14,1,1,1,1,1,1,1,1,1
2178,far,6,8,13,0,0,0,0,0,0,0,0,0
2179,near,6,7,4,0,0,0,0,0,0,0,0,0
2182,exact,2,3,1,0,0,0,0,0,0,0,0,0
2183,near,5,5,1,0,0,0,0,0,0,0,0,0
2184,far,0,1,4,0,0,0,0,0,0,0,0,0
2185,near,6,8,3,1,0,1,1,0,2,0,0,1
2186,exact,9,34,6,1,1,0,1,1,2,0,1,0
2187,near,6,8,1,1,1,1,0,0,1,1,1,0
2188,exact,1,2,2,0,0,0,0,0,0,0,0,0
2189,exact,8,15,6,0,0,0,0,0,0,0,0,0
2190,near,8,16,2,0,0,0,0,0,0,0,0,0
2191,exact,1,2,3,0,0,0,0,0,0,0,0,0
2192,far,6,7,2,0,0,0,0,0,0,0,0,0
2193,exact,2,3,1,1,1,1,1,1,1,1,1,1
2194,near,5,5,2,1,2,1,1,2,1,1,2,1
2195,near,0,0,1,0,0,0,0,0,0,0,0,0
2196,near,6,8,9,0,0,0,0,0,0,0,0,0
2197,near,5,6,2,0,0,0,0,0,0,0,0,0
2198,exact,8,19,7,0,0,0,0,0,0,0,0,0
2199,near,5,5,2,0,0,0,0,0,0,0,0,0
2201,near,5,5,1,0,0,0,0,0,0,0,0,0
2202,exact,1,2,2,0,0,0,0,0,0,0,0,0
2203,exact,2,3,1,0,0,0,0,0,0,0,0,0
2204,near,2,3,1,0,0,0,0,0,0,0,0,0
2205,exact,7,11,3,0,0,0,0,0,0,0,0,0
2206,exact,3,4,2,0,0,0,0,0,0,0,0,0
2207,near,8,18,8,0,0,1,0,2,1,0,0,0
2208,near,6,8,3,0,0,0,0,0,0,0,0,0
2209,exact,6,7,1,0,0,0,0,0,0,0,0,0
2210,exact,0,1,2,0,0,0,0,0,0,0,0,0
2211,near,3,4,5,0,0,0,0,0,0,0,0,0
2212,exact,9,29,11,0,0,0,1,0,0,0,0,0
2213,exact,2,3,2,0,0,0,0,0,0,0,0,0
2214,exact,2,3,2,0,0,0,0,0,0,0,0,0
2215,near,1,2,3,0,0,0,0,0,0,0,0,0
2216,exact,1,2,1,0,0,0,0,0,0,0,0,0
2217,exact,3,4,2,0,0,0,0,0,0,0,0,0
2218,near,1,2,1,0,0,0,0,0,0,0,0,0
2219,exact,8,16,5,0,0,0,0,0,0,0,0,0
2221,exact,2,3,2,0,0,0,0,0,0,0,0,0
2222,exact,9,45,12,0,0,0,0,0,0,0,0,0
2223,exact,7,11,8,0,0,0,0,0,0,0,0,0
2224,exact,5,5,2,1,1,1,1,1,1,0,0,1
2225,near,5,6,3,0,0,0,0,0,0,0,0,0
2226,exact,7,9,5,0,0,0,0,0,0,0,0,0
2227,far,6,8,2,0,0,0,0,0,0,0,0,0
2228,near,3,4,2,2,2,2,2,2,2,1,2,2
2229,far,5,6,9,0,0,0,0,0,0,0,0,0
2230,exact,5,6,2,0,0,0,0,0,0,0,0,0
2231,near,1,2,1,0,0,0,0,0,0,0,0,0
2232,exact,5,5,2,0,0,0,0,0,0,0,0,0
2234,exact,1,2,4,0,0,0,0,0,0,0,0,0
2235,exact,3,4,2,0,0,0,0,0,0,0,0,0
2236,exact,6,8,6,0,0,0,0,0,0,0,0,0
2237,exact,0,1,2,0,0,0,0,0,0,0,0,0
2238,exact,3,4,1,0,0,0,0,0,0,0,0,0
2239,exact,3,4,2,0,0,0,0,1,0,0,1,0
2240,exact,9,129,67,5,2,2,7,3,6,9,2,4
2242,near,0,1,5,0,0,0,0,0,0,0,0,0
2243,near,2,3,2,0,0,0,0,0,0,0,0,0
2244,exact,2,3,2,0,0,0,0,0,0,0,0,0
2245,near,7,9,6,0,0,0,0,0,0,0,0,0
2246,exact,5,6,8,0,0,0,0,0,0,0,0,0
2248,far,1,2,2,0,0,0,0,0,0,0,0,0
2249,far,2,3,1,0,0,0,0,0,0,0,0,0
2250,exact,3,4,1,0,0,0,0,0,0,0,0,0
2251,exact,2,3,1,0,0,0,0,0,0,0,0,0
2252,exact,8,18,9,1,1,1,1,1,1,1,0,1
2253,near,9,49,16,1,1,3,2,2,2,1,1,1
2254,far,9,74,30,1,3,4,0,3,3,2,4,3
2255,exact,3,4,2,0,0,0,0,1,0,0,1,0
2256,exact,6,7,5,0,0,0,0,0,0,0,0,0
2257,exact,3,4,2,0,0,0,0,0,0,0,0,0
2258,near,9,34,14,0,0,0,0,0,0,0,0,0
2259,exact,9,31,5,0,0,0,0,0,0,0,0,0
2260,exact,2,3,1,0,0,0,0,0,0,0,0,0
2261,exact,6,7,6,0,0,0,0,0,0,0,0,0
2262,far,5,5,2,0,0,0,0,0,0,0,0,0
2263,near,3,4,3,0,0,0,0,0,0,0,0,0
2264,far,3,4,3,0,0,0,0,0,0,0,0,0
2265,near,3,4,1,0,0,0,0,0,0,0,0,0
2266,near,2,3,1,0,0,0,0,0,0,0,0,0
2268,near,1,2,2,0,0,0,0,0,0,0,0,0
2269,near,6,7,5,0,0,0,0,0,0,0,0,0
2270,near,1,2,2,0,0,0,0,0,0,0,0,0
2271,near,8,15,10,0,0,0,0,0,0,0,0,0
2272,far,2,3,1,0,0,0,0,0,0,0,0,0
2273,far,7,10,7,1,0,0,1,0,0,0,0,0
2274,exact,9,30,4,2,2,2,3,1,3,1,1,2
2275,exact,5,5,2,0,0,0,0,0,0,0,0,0
2276,exact,8,15,8,0,0,1,0,1,1,0,0,1
2277,exact,8,21,9,0,0,0,0,1,0,0,0,0
2279,exact,7,10,7,0,0,0,0,0,0,0,0,0
2280,exact,3,4,1,0,0,0,0,0,0,0,0,0
2282,exact,3,4,2,0,0,0,0,0,0,0,0,0
2283,exact,6,8,2,0,0,0,0,0,0,0,0,0
2284,exact,6,7,2,0,0,0,0,0,0,0,0,0
2285,near,7,9,3,0,0,0,0,0,0,0,0,0
2286,near,8,15,4,0,0,0,0,0,0,0,0,0
2287,exact,7,10,1,0,0,0,0,0,0,0,0,0
2289,near,2,3,1,0,0,0,0,0,0,0,0,0
2291,exact,3,4,1,0,0,0,0,0,0,0,0,0
2292,exact,9,29,14,0,0,0,0,0,1,0,0,0
2293,exact,8,17,5,0,0,0,0,0,0,0,0,0
2294,exact,3,4,1,0,0,0,0,0,0,0,0,0
2295,exact,1,2,4,0,0,0,0,0,0,0,0,0
2296,exact,7,9,1,0,0,0,0,0,0,0,0,0
2297,exact,5,6,6,0,0,0,0,0,0,0,0,0
2298,near,9,31,20,0,1,0,0,2,0,0,1,0
2300,exact,7,9,6,0,0,1,0,0,0,0,0,0
2301,near,5,5,3,0,0,0,0,0,0,0,0,0
2302,near,1,2,2,0,0,0,0,0,0,0,0,0
2304,near,6,8,2,0,0,0,0,0,0,0,0,0
2305,near,9,28,9,0,0,0,0,0,0,0,0,0
2306,exact,7,11,3,0,0,0,0,0,0,0,0,0
2308,near,7,12,4,0,0,0,0,0,0,0,0,0
2310,exact,8,16,5,0,0,0,0,0,0,0,0,0
2311,near,5,5,2,0,0,0,0,0,0,0,0,0
2312,exact,2,3,1,0,0,0,0,0,0,0,0,0
2313,near,7,9,1,0,0,0,0,0,0,0,0,0
2315,exact,7,11,5,0,0,0,0,0,0,0,0,0
2316,exact,9,37,16,1,0,1,1,0,1,0,0,1
2317,exact,6,8,2,0,0,0,0,0,0,0,0,0
2318,exact,3,4,3,0,0,0,0,0,0,0,0,0
2319,exact,5,5,3,0,0,0,0,0,0,0,0,0
2320,exact,5,5,2,1,0,0,1,0,1,0,0,0
2321,near,6,7,1,0,0,0,0,0,0,0,0,0
2322,exact,9,24,7,3,5,5,4,5,5,3,5,5
2323,near,2,3,3,0,0,0,0,0,0,0,0,0
2324,exact,9,27,16,0,0,0,0,0,0,0,0,0
2325,far,5,5,2,0,0,0,0,0,0,0,0,0
2326,far,7,9,5,0,0,0,0,0,0,0,0,0
2327,near,5,5,2,0,0,0,0,0,0,0,0,0
2328,near,9,33,20,0,0,0,0,0,0,0,0,0
2329,near,5,6,2,0,0,0,0,0,0,0,0,0
2330,exact,6,7,2,0,0,0,0,0,0,0,0,0
2331,exact,9,50,6,1,2,1,1,2,1,1,2,1
2332,near,3,4,1,0,0,0,0,0,0,0,0,0
2334,exact,6,7,2,0,0,0,0,0,0,0,0,0
2335,near,2,3,1,0,0,0,0,0,0,0,0,0
2336,exact,7,9,4,0,0,0,0,0,0,0,0,0
2337,exact,2,3,3,0,0,0,0,0,0,0,0,0
2338,near,1,2,1,0,0,0,0,0,0,0,0,0
2339,exact,8,14,8,0,0,0,1,1,0,0,0,0
2340,near,8,20,8,0,0,0,0,0,0,0,0,0
2341,exact,5,5,3,0,0,0,0,0,0,0,0,0
2342,near,7,12,4,1,0,0,2,0,1,1,0,0
2343,exact,7,12,7,0,0,0,0,0,0,0,0,0
2345,exact,3,4,3,0,0,0,0,0,0,0,0,0
2346,exact,5,6,1,0,0,0,0,0,0,0,0,0
2347,near,2,3,2,0,0,0,0,0,0,0,0,0
2348,near,2,3,2,0,0,0,0,0,0,0,0,0
2349,far,7,10,8,0,0,0,0,0,0,0,0,0
2350,far,2,3,1,0,0,0,0,0,0,0,0,0
2351,near,3,4,1,0,0,0,0,0,0,0,0,0
2352,near,3,4,1,0,0,0,0,0,0,0,0,0
2353,exact,1,2,3,0,0,0,0,0,0,0,0,0
2354,exact,9,87,45,0,0,2,1,0,2,5,3,4
2355,exact,5,5,2,0,0,0,0,0,0,0,0,0
2356,near,7,9,3,0,0,0,0,0,0,0,0,0
2357,near,5,6,3,0,0,0,1,0,0,0,0,0
2358,far,5,5,3,0,0,0,0,0,0,0,0,0
2359,exact,8,17,10,0,1,1,0,0,1,0,1,0
2360,near,3,4,1,0,0,0,0,0,0,0,0,0
2361,exact,3,4,3,0,0,0,0,0,0,0,0,0
2362,exact,1,2,2,0,0,0,0,0,0,0,0,0
2363,near,7,9,3,0,0,0,0,0,0,0,0,0
2364,near,5,6,2,1,1,1,1,1,1,1,1,1
2365,far,6,7,5,0,0,0,0,0,0,0,0,0
2367,exact,8,14,3,0,0,0,0,0,0,0,0,0
2368,exact,1,2,5,0,0,0,0,0,0,0,0,0
2369,near,1,2,3,1,1,1,0,1,1,1,1,1
2370,near,3,4,1,0,0,0,0,0,0,0,0,0
2371,near,6,8,3,0,0,0,0,0,0,0,0,0
2372,near,2,3,3,0,0,0,0,0,0,0,0,0
2374,far,2,3,2,0,0,0,0,0,0,0,0,0
2375,near,2,3,2,0,0,0,0,0,0,0,0,0
2376,exact,3,4,3,0,0,0,0,0,0,0,0,0
2377,near,5,5,1,0,0,0,0,0,0,0,0,0
2378,near,9,22,13,2,2,1,4,2,0,1,2,1
2379,exact,8,20,5,0,0,0,0,0,0,0,0,0
2380,near,7,12,2,0,0,0,0,0,0,0,0,0
2381,near,2,3,4,0,0,0,0,0,0,0,0,0
2382,near,7,10,3,0,0,1,0,0,1,0,0,0
2383,near,3,4,3,0,0,0,0,0,0,0,0,0
2384,exact,2,3,1,0,0,0,0,0,0,0,0,0
2385,exact,5,6,2,0,0,0,0,0,0,0,0,0
2386,exact,5,6,4,0,0,0,0,0,0,0,0,0
2387,exact,8,17,4,1,0,0,1,0,0,1,0,0
2388,near,5,6,1,0,0,0,0,0,0,0,0,0
2389,exact,9,42,12,0,1,1,0,1,1,0,0,0
2391,near,2,3,1,0,0,0,0,0,0,0,0,0
2392,exact,0,1,2,0,0,0,0,0,0,0,0,0
2393,far,9,26,3,0,0,0,0,0,0,0,0,0
2394,far,3,4,1,0,0,0,0,0,0,0,0,0
2395,exact,8,14,3,0,0,0,0,0,0,0,0,0
2396,exact,2,3,2,0,0,0,0,0,0,0,0,0
2397,near,1,2,3,0,0,0,0,0,0,0,0,0
2398,exact,7,11,6,1,0,1,1,0,2,0,0,2
2399,near,7,11,2,0,0,0,0,0,0,0,0,0
2400,near,8,16,6,0,0,0,0,0,0,0,0,0
2401,near,6,7,3,0,0,0,0,0,0,0,0,0
2403,near,8,14,4,0,1,0,0,1,0,0,0,0
2404,far,2,3,1,0,0,0,0,0,0,0,0,0
2405,exact,8,19,6,1,0,0,1,0,0,1,0,0
2406,exact,5,5,1,0,0,0,0,0,0,0,0,0
2407,exact,8,14,4,0,1,0,0,0,0,0,1,0
2408,exact,5,5,1,1,1,1,1,1,0,1,1,0
2409,near,3,4,2,0,0,0,0,0,0,0,0,0
2410,exact,3,4,1,0,0,0,0,0,0,0,0,0
2412,exact,8,17,4,0,0,0,0,0,0,0,0,0
2413,exact,5,6,1,0,0,0,0,0,0,0,0,0
2414,near,5,5,5,0,0,0,0,0,0,0,0,0
2415,near,6,8,5,0,0,0,0,0,0,0,0,0
2416,exact,9,73,34,1,1,0,2,0,0,1,1,0
2417,near,5,5,3,0,0,0,0,0,0,0,0,0
2418,exact,7,12,5,1,1,1,0,0,1,1,0,1
2419,far,1,2,3,0,1,0,0,1,0,0,0,0
2420,exact,8,18,5,0,0,0,0,1,1,0,0,0
2421,exact,3,4,3,0,0,0,0,0,0,0,0,0
2422,exact,9,44,4,1,1,1,1,1,1,1,1,1
2423,near,9,25,5,0,0,0,0,0,0,0,0,0
2424,far,8,20,8,0,0,0,0,0,0,0,0,0
2425,exact,5,5,6,0,0,0,0,0,0,0,0,0
2426,near,2,3,1,0,0,0,0,0,0,0,0,0
2428,exact,8,21,9,0,0,0,0,0,0,0,0,0
2429,exact,2,3,2,0,0,0,0,0,0,0,0,0
2430,exact,3,4,6,0,0,0,0,0,0,0,0,0
2431,near,1,2,2,0,0,0,0,0,0,0,0,0
2432,exact,9,30,1,0,0,0,0,0,0,0,0,0
2433,exact,1,2,1,0,0,0,0,0,0,0,0,0
2435,near,7,10,3,0,0,0,0,0,0,0,0,0
2437,near,3,4,2,0,0,0,0,0,0,0,0,0
2438,exact,1,2,2,0,0,0,0,0,0,0,0,0
2439,near,3,4,1,0,0,0,0,0,0,0,0,0
2440,exact,5,6,4,0,0,0,0,0,0,0,0,0
2442,exact,8,21,11,0,0,0,0,0,0,0,0,0
2443,exact,8,13,8,0,0,0,0,0,0,0,0,0
2444,near,3,4,3,0,0,0,0,0,0,0,0,0
2445,exact,5,6,6,0,0,0,0,0,0,0,0,0
2446,exact,0,1,2,0,0,0,0,0,0,0,0,0
2447,exact,8,17,8,0,0,0,1,0,0,0,0,0
2448,near,9,45,27,3,0,0,3,1,0,1,1,0
2449,exact,8,21,4,0,0,0,0,1,0,0,0,0
2450,exact,8,13,2,0,0,0,0,0,0,0,0,0
2451,exact,5,5,1,0,0,0,0,0,0,0,0,0
2452,exact,6,7,6,0,0,0,0,0,0,0,0,0
2453,far,8,21,15,0,0,0,0,0,0,0,0,0
2454,exact,7,10,4,0,0,0,0,0,0,0,0,0
2455,near,8,19,1,0,0,0,0,0,0,0,0,0
2456,exact,2,3,3,0,0,0,0,0,0,0,0,0
2457,exact,7,11,4,0,0,0,0,0,0,0,0,0
2458,exact,8,20,4,0,0,0,0,0,0,0,0,0
2459,far,3,4,3,0,0,0,0,0,0,0,0,0
2460,near,5,5,1,0,0,0,0,0,0,0,0,0
2461,exact,5,5,1,0,0,0,0,0,0,0,0,0
2462,exact,5,6,1,0,0,0,0,0,0,0,0,0
2463,exact,1,2,2,0,0,0,0,0,0,0,0,0
2464,exact,8,13,3,0,0,0,0,0,0,0,0,0
2465,near,7,9,2,0,0,0,0,0,0,0,0,0
2466,near,0,0,3,0,0,0,0,0,0,0,0,0
2467,near,5,6,3,0,0,0,0,0,0,0,0,0
2468,near,7,12,2,0,0,0,0,0,0,0,0,0
2469,near,6,8,2,0,0,0,0,0,0,0,0,0
2470,far,0,1,1,0,0,0,0,0,0,0,0,0
2471,exact,3,4,1,0,0,0,0,0,0,0,0,0
2473,near,8,13,5,0,0,0,0,0,0,0,0,0
2474,near,5,6,3,0,0,0,0,0,0,0,0,0
2475,near,7,11,2,0,0,0,0,0,0,0,0,0
2476,exact,7,10,5,0,0,0,0,0,0,0,0,0
2477,near,2,3,4,1,0,1,1,0,0,1,0,0
2478,exact,6,8,5,0,0,0,0,0,0,0,0,0
2479,exact,3,4,1,0,0,0,0,0,0,0,0,0
2480,exact,9,58,22,1,1,1,2,3,1,2,1,2
2481,exact,8,14,2,0,0,0,0,0,0,0,0,0
2486,near,7,9,2,0,0,0,0,0,0,0,0,0
2488,near,3,4,1,0,0,0,0,0,0,0,0,0
2489,near,7,12,7,0,0,0,0,0,0,0,0,0
2490,exact,1,2,1,0,0,0,0,0,0,0,0,0
2491,exact,3,4,1,0,0,0,0,0,0,0,0,0
2492,exact,6,8,9,0,0,0,0,0,0,0,0,0
2493,near,1,2,3,0,0,0,0,0,0,0,0,0
2494,exact,1,2,1,0,0,0,0,0,0,0,0,0
2495,exact,9,121,49,2,3,3,8,6,5,2,3,2
2496,exact,8,15,4,0,0,0,0,0,0,0,0,0
2497,near,7,12,2,0,0,0,0,0,0,0,0,0
2498,exact,0,1,1,0,0,0,0,0,0,0,0,0
