item,tier,pop_decile,train_pop,exposures,hits20_noobj_s0,hits20_noobj_s1,hits20_noobj_s2,hits20_control_s0,hits20_control_s1,hits20_control_s2,hits20_shufobj_s0,hits20_shufobj_s1,hits20_shufobj_s2
9343,exact,8,18,2,0,0,0,0,0,0,0,0,0
9344,exact,8,15,6,0,0,0,0,0,0,0,0,0
9346,exact,8,15,1,0,0,0,0,0,0,0,0,0
9347,near,5,6,4,2,2,2,2,2,2,2,2,2
9348,exact,2,3,1,0,0,0,0,0,0,0,0,0
9349,near,5,5,3,0,0,0,0,0,0,0,0,0
9350,exact,7,11,4,0,0,0,0,0,0,0,0,0
9351,exact,8,13,7,0,0,0,0,0,0,0,0,0
9352,exact,5,5,1,0,0,0,0,0,0,0,0,0
9353,near,1,2,2,0,0,0,0,0,0,0,0,0
9354,near,5,6,1,0,1,0,1,1,0,0,0,0
9355,exact,3,4,1,0,0,0,0,0,0,0,0,0
9356,exact,2,3,3,0,0,0,0,0,0,0,0,0
9357,far,9,22,10,0,0,0,0,1,0,0,0,0
9358,exact,1,2,5,0,0,0,0,0,0,0,0,0
9359,exact,3,4,1,0,0,0,0,0,0,0,0,0
9360,near,5,6,4,0,0,0,0,0,0,0,0,0
9361,near,2,3,1,0,0,0,0,0,0,0,0,0
9362,exact,7,10,2,0,0,0,0,0,0,0,0,0
9363,far,2,3,2,0,0,0,0,0,0,0,0,0
9364,exact,8,13,6,0,1,1,1,1,0,0,1,1
9365,far,3,4,1,0,0,0,0,0,0,0,0,0
9366,exact,3,4,1,0,0,0,0,0,0,0,0,0
9368,near,7,12,2,0,0,0,0,0,0,0,0,0
9369,near,2,3,2,0,0,0,0,0,0,0,0,0
9370,exact,1,2,1,0,0,0,0,0,0,0,0,0
9371,exact,2,3,1,0,0,0,0,0,0,0,0,0
9372,exact,9,28,10,0,1,0,0,0,0,0,1,0
9373,far,9,78,39,2,6,5,5,6,5,5,5,3
9374,near,8,15,6,0,0,0,0,0,0,0,0,0
9375,far,1,2,3,0,0,0,0,0,0,0,0,0
9377,exact,6,7,2,0,0,0,0,0,0,0,0,0
9378,far,6,8,2,0,0,0,0,0,0,0,0,0
9379,near,8,17,2,0,1,1,1,1,1,1,1,1
9380,exact,8,16,11,1,1,0,1,1,1,1,1,1
9381,exact,9,22,8,0,0,0,0,0,0,0,0,0
9382,near,9,37,20,0,0,0,0,1,1,0,0,0
9383,far,3,4,2,0,0,0,0,0,0,0,0,0
9384,exact,7,12,3,0,0,0,0,0,0,0,0,0
9385,near,6,8,3,0,0,0,0,0,0,0,0,0
9386,near,6,7,2,0,0,0,0,0,0,0,0,0
9387,near,8,16,5,1,0,0,1,0,0,0,0,0
9388,exact,3,4,2,0,0,0,0,0,0,0,0,0
9389,exact,9,36,11,1,1,1,2,1,1,1,1,2
9390,exact,1,2,2,0,0,0,0,0,0,0,0,0
9391,exact,0,1,3,0,0,0,0,0,0,0,0,0
9392,exact,6,8,7,0,0,0,0,0,0,0,0,0
9393,near,9,28,14,1,0,0,1,0,0,0,0,1
9394,exact,0,1,1,0,0,0,0,0,0,0,0,0
9395,exact,2,3,2,0,0,0,0,0,0,0,0,0
9396,near,2,3,2,0,0,0,0,0,0,0,0,0
9397,near,7,12,7,0,0,0,0,0,0,0,0,0
9398,exact,5,6,2,0,0,0,0,0,0,0,0,0
9399,exact,3,4,3,0,0,0,0,0,0,0,0,0
9400,exact,2,3,2,0,0,0,0,0,0,0,0,0
9401,near,0,1,2,0,0,0,0,0,0,0,0,0
9402,near,0,0,3,0,0,0,0,0,0,0,0,0
9403,near,3,4,1,0,0,0,0,0,0,0,0,0
9405,exact,9,35,16,0,0,0,1,0,0,0,0,0
9406,exact,9,62,25,1,0,0,1,0,0,0,1,0
9407,near,2,3,4,0,0,0,0,0,0,0,0,0
9408,exact,9,38,13,1,2,1,1,1,1,0,1,0
9409,exact,5,6,4,0,0,0,0,0,0,0,0,0
9410,near,5,5,3,0,0,0,0,0,0,0,0,0
9411,near,6,7,3,0,0,0,0,0,0,0,0,0
9412,near,5,6,2,0,0,0,0,0,0,0,0,0
9413,exact,3,4,1,0,0,0,0,0,0,0,0,0
9416,exact,6,7,1,0,0,0,0,0,0,0,0,0
9417,exact,2,3,4,0,0,0,0,0,0,0,0,0
9418,exact,7,12,3,0,0,0,0,0,0,0,0,0
9419,exact,2,3,2,0,0,0,0,0,0,0,0,0
9420,far,9,62,7,1,3,1,2,1,1,2,1,0
9421,far,6,8,3,0,0,0,0,0,0,0,0,0
9422,near,6,7,1,0,0,0,0,0,0,0,0,0
9423,exact,0,1,1,0,0,0,0,0,0,0,0,0
9424,exact,2,3,2,0,0,0,0,0,0,0,0,0
9425,exact,7,11,3,0,0,0,0,0,0,0,0,0
9426,exact,3,4,2,0,0,0,0,0,0,0,0,0
9428,far,6,8,7,0,0,0,0,0,0,0,0,0
9429,near,8,18,9,0,0,0,0,0,0,0,0,0
9430,far,7,12,4,0,0,0,0,0,0,0,0,0
9431,far,7,10,4,0,0,0,0,0,0,0,0,0
9432,exact,5,5,3,0,1,0,1,1,0,0,0,0
9433,exact,3,4,1,0,0,0,0,0,0,0,0,0
9434,exact,2,3,1,0,0,0,0,0,0,0,0,0
9435,exact,6,7,2,0,0,0,0,0,0,0,0,0
9436,exact,9,33,6,0,0,0,0,0,0,0,0,0
9437,exact,2,3,1,0,0,0,0,0,0,0,0,0
9438,far,7,9,3,0,0,0,0,0,0,0,0,0
9440,exact,0,1,4,0,0,0,0,0,0,0,0,0
9441,exact,1,2,1,0,0,0,0,0,0,0,0,0
9443,near,8,13,3,0,0,0,0,0,0,0,0,0
9444,near,8,19,2,0,0,0,0,0,0,0,0,0
9445,near,1,2,2,0,0,0,0,0,0,0,0,0
9446,near,7,9,2,0,0,0,0,0,0,0,0,0
9447,near,6,7,3,0,0,0,0,0,0,0,0,0
9448,near,3,4,4,0,0,0,0,0,0,0,0,0
9449,near,3,4,1,0,0,0,0,0,0,0,0,0
9450,exact,3,4,1,0,0,0,0,0,0,0,0,0
9451,far,2,3,2,0,0,0,0,0,0,0,0,0
9452,exact,7,9,5,0,0,0,0,0,0,0,0,0
9453,exact,6,7,2,0,0,0,0,1,0,0,0,0
9454,exact,5,5,1,0,0,0,0,0,0,0,0,0
9455,far,8,13,5,0,0,0,0,0,0,0,0,0
9456,far,8,17,5,0,0,0,0,0,0,0,0,0
9457,near,3,4,2,0,0,0,0,0,0,0,0,0
9458,near,1,2,3,0,0,0,0,0,0,0,0,0
9459,near,3,4,1,0,0,0,0,0,0,0,0,0
9460,near,5,5,1,0,0,0,0,0,0,0,0,0
9461,near,3,4,1,0,0,0,0,0,0,0,0,0
9462,far,0,1,2,0,0,0,0,0,0,0,0,0
9463,near,6,8,7,0,0,0,0,0,0,0,0,0
9464,near,7,11,6,0,0,0,0,0,0,0,0,0
9465,near,3,4,1,0,0,0,0,0,0,0,0,0
9466,exact,9,47,17,0,0,0,0,0,1,0,0,0
9467,exact,9,24,12,0,0,0,0,0,0,0,0,0
9468,exact,8,14,1,0,0,0,0,0,0,0,0,0
9469,near,7,11,4,0,0,0,0,0,0,0,0,0
9470,far,9,22,4,0,0,0,0,0,0,0,0,0
9471,exact,2,3,2,0,0,0,0,0,0,0,0,0
9472,exact,0,1,1,0,0,0,0,0,0,0,0,0
9473,far,5,6,2,0,0,0,0,0,0,0,0,0
9474,near,5,6,7,0,0,0,0,0,0,0,0,0
9475,exact,5,5,1,0,0,0,0,0,0,0,0,0
9476,exact,9,109,47,4,5,6,4,3,4,4,4,4
9477,near,9,26,9,0,0,0,0,0,0,0,0,0
9479,exact,7,9,2,0,0,0,0,0,0,0,0,0
9480,far,0,1,2,0,0,0,0,0,0,0,0,0
9481,exact,5,6,1,0,0,0,0,0,0,0,0,0
9482,far,9,26,12,1,2,2,1,2,1,1,2,2
9483,near,6,7,7,0,1,0,0,0,0,0,0,1
9484,near,7,9,1,0,0,0,0,0,0,0,0,0
9485,near,3,4,1,0,0,0,0,0,0,0,0,0
9486,near,8,13,5,0,0,0,0,0,0,0,0,0
9487,near,5,6,1,0,0,0,0,0,0,0,0,0
9488,near,8,19,7,0,0,0,0,0,0,0,0,0
9489,near,3,4,1,0,0,0,0,0,0,0,0,0
9491,near,3,4,1,0,0,0,0,0,0,0,0,0
9492,exact,5,5,2,0,0,0,0,0,0,0,0,0
9493,exact,3,4,1,0,0,0,0,0,0,0,0,0
9494,exact,2,3,2,0,0,0,0,0,0,0,0,0
9495,near,8,15,3,0,0,0,0,0,0,0,0,0
9496,near,5,6,2,0,0,0,0,0,0,0,0,0
9497,near,6,8,3,0,0,0,0,0,0,0,0,0
9498,exact,1,2,1,0,0,0,0,0,0,0,0,0
9500,exact,2,3,2,0,0,0,0,0,0,0,0,0
9501,exact,5,5,3,0,0,0,0,0,0,0,0,0
9502,exact,5,5,1,0,0,0,0,0,0,0,0,0
9503,near,3,4,4,0,0,0,0,0,0,0,0,0
9504,exact,2,3,2,0,0,0,0,0,0,0,0,0
9505,exact,7,11,2,0,0,0,0,0,0,0,0,0
9507,exact,9,94,41,1,2,0,1,2,0,0,2,1
9508,near,0,1,1,0,0,0,0,0,0,0,0,0
9509,near,9,68,11,2,0,1,3,0,0,2,0,1
9510,exact,8,19,4,0,0,0,0,0,0,0,0,0
9512,exact,5,5,1,0,0,0,0,0,0,0,0,0
9515,exact,0,1,3,0,0,0,0,0,0,0,0,0
9516,exact,6,7,2,0,0,0,0,0,0,0,0,0
9517,exact,6,8,7,0,1,0,0,0,0,1,0,0
9518,exact,3,4,3,0,0,0,0,0,0,0,0,0
9519,near,9,29,4,0,0,0,0,0,0,0,0,0
9520,exact,6,7,2,0,0,0,0,0,0,0,0,0
9521,far,9,56,31,0,3,2,1,3,2,1,1,1
9522,near,8,16,11,2,2,2,2,2,2,2,2,2
9523,exact,2,3,1,0,0,0,0,0,0,0,0,0
9524,exact,7,12,3,0,0,0,0,0,0,0,0,0
9525,exact,2,3,2,0,0,0,0,0,0,0,0,0
9526,far,7,11,4,0,0,0,0,0,0,0,0,0
9528,exact,2,3,3,1,1,1,0,1,1,1,1,1
9529,near,8,16,7,1,1,1,1,1,1,1,1,1
9530,exact,9,26,8,0,0,0,0,0,0,0,0,0
9531,near,5,6,1,0,0,0,0,0,0,0,0,0
9532,near,2,3,1,0,0,0,0,0,0,0,0,0
9534,exact,2,3,2,0,0,0,0,0,0,0,0,0
9536,exact,9,45,24,1,0,0,1,0,0,1,0,0
9537,exact,2,3,1,0,0,0,0,0,0,0,0,0
9538,exact,1,2,3,0,0,0,0,0,0,0,0,0
9540,exact,2,3,2,0,0,0,0,0,0,0,0,0
9541,near,2,3,2,0,0,0,0,0,0,0,0,0
9542,near,2,3,5,0,0,0,0,0,0,0,0,0
9544,exact,2,3,4,0,0,0,0,0,0,0,0,0
9545,exact,5,6,3,0,0,0,0,0,0,0,0,0
9546,exact,5,5,5,2,2,2,2,2,2,2,1,2
9547,exact,7,12,4,0,0,0,0,0,0,0,0,0
9548,far,3,4,1,0,0,0,0,0,0,0,0,0
9549,exact,5,6,1,0,0,0,0,0,0,0,0,0
9550,exact,1,2,2,0,0,0,0,0,0,0,0,0
9551,exact,1,2,1,0,0,0,0,0,0,0,0,0
9552,exact,2,3,2,0,0,0,0,0,0,0,0,0
9553,exact,2,3,1,0,0,0,0,0,0,0,0,0
9554,near,3,4,1,0,0,0,0,0,0,0,0,0
9555,exact,5,6,5,0,0,0,0,0,0,0,0,0
9557,exact,2,3,1,0,0,0,0,0,0,0,0,0
9558,far,1,2,2,0,0,0,0,0,0,0,0,0
9560,near,6,7,5,0,0,0,0,0,0,0,0,0
9561,exact,1,2,1,0,0,0,0,0,0,0,0,0
9562,exact,3,4,2,0,0,0,0,0,0,0,0,0
9563,exact,8,18,11,0,0,0,0,0,0,0,0,0
9564,near,8,19,5,0,0,0,0,0,0,0,0,0
9565,near,3,4,1,0,0,0,0,0,0,0,0,0
9566,exact,6,8,5,0,0,0,0,0,0,0,0,0
9567,near,3,4,1,0,0,0,0,0,0,0,0,0
9568,exact,1,2,1,0,0,0,0,0,0,0,0,0
9570,near,6,7,1,0,0,0,0,0,0,0,0,0
9572,near,7,11,5,0,0,0,0,0,0,0,0,0
9573,near,8,17,2,0,0,0,0,0,0,0,0,0
9574,exact,3,4,1,0,0,0,0,0,0,0,0,0
9575,exact,7,10,11,0,0,0,0,0,0,0,0,0
9576,near,7,10,8,0,0,0,0,0,0,0,0,0
9577,near,5,5,1,0,0,0,0,0,0,0,0,0
9578,exact,9,87,41,3,1,3,4,1,5,2,0,4
9579,near,3,4,4,0,0,0,0,0,0,0,0,0
9580,near,2,3,2,0,0,0,0,0,0,0,0,0
9582,near,9,44,19,1,0,0,1,0,0,0,0,0
9583,exact,5,6,1,0,0,0,0,0,0,0,0,0
9584,far,9,25,7,0,0,0,0,0,0,0,0,0
9585,exact,0,0,2,0,0,0,0,0,0,0,0,0
9587,exact,2,3,2,0,0,0,0,0,0,0,0,0
9588,exact,5,5,1,0,0,0,0,0,0,0,0,0
9589,near,2,3,2,0,0,0,0,0,0,0,0,0
9590,near,3,4,2,0,0,0,0,0,0,0,0,0
9591,near,8,17,7,0,0,0,0,0,0,0,0,0
9592,near,2,3,1,0,0,0,0,0,0,0,0,0
9593,near,1,2,3,0,0,0,0,0,0,0,0,0
9594,near,7,10,5,0,0,0,0,0,0,0,0,0
9595,near,3,4,1,1,1,1,1,1,1,1,1,1
9596,exact,5,5,1,0,0,0,0,0,0,0,0,0
9597,exact,3,4,2,0,0,0,0,0,0,0,0,0
9598,exact,5,6,1,0,0,0,0,0,0,0,0,0
9599,near,9,40,11,1,1,1,1,1,1,1,2,1
9600,near,7,10,7,0,0,0,0,0,0,0,0,0
9601,exact,2,3,1,0,0,0,0,0,0,0,0,0
9602,exact,5,6,2,1,1,0,1,1,1,1,1,0
9603,near,8,18,5,0,0,0,0,0,0,0,0,0
9604,near,3,4,1,0,0,0,0,0,0,0,0,0
9607,far,9,22,9,1,1,1,1,1,1,1,1,1
9608,near,5,5,1,0,0,0,0,0,0,0,0,0
9609,exact,3,4,1,0,0,0,0,0,0,0,0,0
9610,near,8,21,3,1,1,0,0,1,1,1,1,1
9611,near,8,16,4,0,0,0,0,0,0,0,0,0
9612,near,7,9,5,0,0,0,0,0,0,0,0,0
9613,exact,3,4,1,0,0,0,0,0,0,0,0,0
9614,far,3,4,3,0,0,0,0,0,0,0,0,0
9615,exact,5,6,3,0,0,0,0,0,0,0,0,0
9616,near,8,14,3,0,2,1,0,1,1,1,2,1
9617,exact,6,7,1,0,0,0,0,0,0,0,0,0
9619,near,5,5,5,0,0,0,0,0,0,0,0,0
9620,near,5,6,3,0,0,0,0,0,0,0,0,0
9621,near,1,2,1,0,0,0,0,0,0,0,0,0
9622,exact,8,19,13,0,0,0,0,0,0,0,0,0
9623,near,7,9,1,0,0,0,0,0,0,0,0,0
9624,far,5,5,4,0,0,0,0,0,0,0,0,0
9625,exact,8,16,4,0,0,0,0,0,0,0,0,0
9626,exact,2,3,3,0,0,0,0,0,0,0,0,0
9627,exact,7,11,4,0,0,0,0,0,0,0,0,0
9628,exact,5,5,1,0,0,0,0,0,0,0,0,0
9630,exact,1,2,5,0,0,0,0,0,0,0,0,0
9631,near,0,1,2,0,0,0,0,0,0,0,0,0
9632,near,2,3,1,0,0,0,0,0,0,0,0,0
9633,exact,1,2,2,0,0,0,0,0,0,0,0,0
9634,exact,1,2,2,0,0,0,0,0,0,0,0,0
9637,exact,1,2,3,0,0,0,0,0,0,0,0,0
9638,exact,6,7,3,0,0,0,0,0,0,0,0,0
9639,exact,9,114,59,4,1,2,3,0,0,3,2,1
9640,far,6,8,3,0,0,0,0,0,1,0,0,0
9641,near,0,1,1,0,0,0,0,0,0,0,0,0
9642,near,2,3,1,0,0,0,0,0,0,0,0,0
9643,exact,5,5,6,1,1,0,1,1,1,1,1,1
9644,exact,9,38,15,0,0,0,0,0,0,0,0,0
9645,exact,9,27,6,1,0,0,1,0,0,1,1,0
9646,far,8,15,6,0,0,0,0,0,0,0,0,0
9647,near,2,3,3,0,0,0,0,0,0,0,0,0
9648,near,9,81,23,1,2,3,1,1,3,1,0,1
9649,near,1,2,3,0,0,0,0,0,0,0,0,0
9650,far,2,3,1,0,0,0,0,0,0,0,0,0
9651,exact,5,5,3,0,0,0,0,0,0,0,0,0
9652,near,6,8,6,0,0,0,0,0,0,0,0,0
9653,near,2,3,2,0,0,0,0,0,0,0,0,0
9654,near,2,3,1,0,0,0,0,0,0,0,0,0
9655,exact,2,3,1,0,0,0,0,0,0,0,0,0
9656,exact,3,4,1,0,0,0,0,0,0,0,0,0
9657,near,2,3,2,0,0,0,0,0,0,0,0,0
9658,exact,7,12,5,0,0,0,0,0,0,0,0,0
9659,near,7,9,1,0,0,0,0,0,0,0,0,0
9660,exact,6,7,5,0,0,0,0,0,0,0,0,0
9661,exact,5,6,3,0,0,0,0,0,0,0,0,0
9662,exact,6,8,4,0,0,0,0,0,0,0,0,0
9663,near,0,0,2,0,0,0,0,0,0,0,0,0
9664,near,7,10,3,0,0,0,0,0,0,0,0,0
9665,exact,1,2,1,0,0,0,0,0,0,0,0,0
9666,exact,5,6,5,0,0,0,0,0,0,0,0,0
9667,near,2,3,2,0,0,0,0,0,0,0,0,0
9668,far,3,4,2,0,0,0,0,0,0,0,0,0
9669,near,6,7,7,0,0,0,1,1,0,0,0,0
9670,near,7,12,1,0,0,0,0,0,0,0,0,0
9671,near,6,8,4,0,0,0,0,0,0,0,0,0
9672,near,3,4,1,0,0,0,0,0,0,0,0,0
9673,exact,8,14,7,0,0,0,0,0,0,0,0,0
9674,exact,0,1,4,0,0,0,0,0,0,0,0,0
9675,exact,5,5,4,0,0,0,0,0,0,0,0,0
9676,exact,2,3,2,0,0,0,0,0,0,0,0,0
9677,near,7,11,3,0,0,0,0,0,0,0,0,0
9678,near,0,1,5,0,0,0,0,0,0,0,0,0
9679,near,5,5,2,0,0,0,0,0,0,0,0,0
9680,near,6,8,2,0,0,0,0,0,0,0,0,0
9681,exact,8,14,2,0,0,0,0,0,0,0,0,0
9682,exact,8,13,5,0,0,0,0,0,0,0,0,0
9683,near,5,5,4,0,0,0,0,0,0,0,0,0
9684,exact,2,3,1,0,0,0,0,0,0,0,0,0
9685,far,7,9,8,0,0,0,0,0,0,0,0,0
9686,exact,5,5,1,0,0,0,0,0,0,0,0,0
9687,near,8,16,14,5,1,2,3,2,1,2,1,2
9688,near,1,2,4,0,0,0,0,0,0,0,0,0
9690,near,9,64,22,1,0,0,1,0,0,0,0,0
9691,near,3,4,2,0,0,0,0,0,0,0,0,0
9692,near,6,7,2,0,0,0,0,0,0,0,0,0
9693,exact,7,10,7,0,0,0,0,0,0,0,0,0
9694,near,5,5,2,0,0,0,0,0,0,0,0,0
9695,exact,3,4,1,0,0,0,0,0,0,0,0,0
9696,exact,5,5,2,0,0,0,0,0,0,0,0,0
9697,far,1,2,2,0,0,0,0,0,0,0,0,0
9698,exact,1,2,2,0,0,0,0,0,0,0,0,0
9699,exact,9,25,3,0,0,0,0,0,0,0,0,0
9700,near,5,6,2,0,0,0,0,0,0,0,0,0
9701,exact,9,23,8,0,0,0,0,0,0,0,0,0
9702,far,3,4,2,0,0,0,0,0,0,0,0,0
9703,exact,3,4,4,0,0,0,0,0,0,0,0,0
9704,near,7,10,5,2,0,0,1,0,0,0,0,0
9705,exact,6,8,1,0,0,0,0,0,0,0,0,0
9706,near,6,7,2,0,0,0,0,0,0,0,0,0
9707,near,8,15,4,0,0,0,0,0,0,0,0,0
9708,far,6,7,11,0,0,0,0,0,0,0,0,0
9709,exact,9,26,14,0,0,0,1,0,0,1,1,0
9710,far,7,9,2,0,0,0,0,0,0,0,0,0
9712,exact,9,23,5,0,0,0,1,0,0,0,0,0
9713,far,2,3,1,0,0,0,0,0,0,0,0,0
9714,exact,5,6,2,0,0,0,0,0,0,0,0,0
9715,exact,8,19,6,0,0,0,0,0,0,0,0,0
9716,near,5,6,3,0,0,0,0,0,0,0,0,0
9717,exact,8,19,7,0,0,0,0,0,0,0,0,0
9719,near,7,11,1,0,0,0,0,0,0,0,0,0
9720,exact,9,22,8,0,0,0,0,0,0,0,0,0
9721,near,0,1,2,0,0,0,0,0,0,0,0,0
9723,near,2,3,2,0,0,0,0,0,0,0,0,0
9724,near,1,2,2,0,0,0,0,0,0,0,0,0
9725,exact,7,9,3,0,0,0,0,0,0,0,0,0
9726,near,1,2,1,0,0,0,0,0,0,0,0,0
9727,near,2,3,2,0,0,0,0,0,0,0,0,0
9729,exact,7,11,3,0,0,0,0,0,0,0,0,0
9730,near,1,2,2,0,0,0,0,0,0,0,0,0
9731,exact,5,6,1,0,0,0,0,0,0,0,0,0
9732,near,3,4,2,0,0,0,0,0,0,0,0,0
9733,exact,6,7,1,0,0,0,0,0,0,0,0,0
9734,near,9,45,10,10,10,10,10,10,10,10,10,10
9735,far,8,20,8,0,0,0,0,0,0,0,0,0
9736,exact,5,6,3,0,0,0,0,0,0,0,0,0
9737,exact,5,6,5,0,0,0,0,0,0,0,0,0
9738,exact,7,9,3,0,0,0,0,0,0,0,0,0
9739,exact,9,36,16,0,0,0,1,1,1,0,0,0
9740,far,6,7,3,0,0,0,0,0,0,0,0,0
9741,exact,2,3,2,0,0,0,0,0,0,0,0,0
9742,near,5,6,2,0,0,0,0,0,0,0,0,0
9743,near,5,5,2,0,0,0,0,0,0,0,0,0
9744,near,8,13,3,0,0,0,0,0,0,0,0,0
9746,exact,7,10,1,0,0,0,0,0,0,0,0,0
9747,near,1,2,2,0,0,0,0,0,0,0,0,0
9748,near,2,3,1,0,0,0,0,0,0,0,0,0
9749,exact,3,4,1,0,0,0,0,0,0,0,0,0
9750,exact,9,22,5,0,0,0,0,0,0,0,0,0
9753,near,0,1,3,0,0,0,0,0,0,0,0,0
9754,far,8,18,4,0,0,0,0,0,0,0,0,0
9755,exact,6,7,2,0,0,0,0,0,0,0,0,0
9756,near,2,3,2,0,0,0,0,0,0,0,0,0
9757,exact,1,2,1,0,0,0,0,0,0,0,0,0
9758,exact,9,54,35,0,1,1,0,1,2,0,1,0
9759,near,1,2,1,0,0,0,0,0,0,0,0,0
9760,exact,9,35,23,1,2,0,1,2,2,0,0,1
9761,exact,6,8,4,0,0,0,0,0,0,0,0,0
9762,near,9,54,15,1,1,1,1,1,1,1,1,1
9763,far,7,9,6,0,0,0,0,0,0,0,0,0
9764,far,1,2,2,0,0,0,0,0,0,0,0,0
9765,exact,2,3,3,0,0,0,0,0,0,0,0,0
9766,near,5,6,5,0,0,0,0,0,0,0,0,0
9767,exact,8,20,3,0,0,0,0,0,0,0,0,0
9768,exact,5,5,4,0,0,0,0,0,0,0,0,1
9769,near,3,4,1,0,0,0,0,0,0,0,0,0
9770,exact,0,1,2,0,0,0,0,0,0,0,0,0
9771,exact,5,5,1,0,0,0,0,0,0,0,0,0
9772,far,9,28,6,0,0,0,0,0,0,0,0,0
9773,exact,2,3,1,0,0,0,0,0,0,0,0,0
9774,exact,1,2,2,0,0,0,0,0,0,0,0,0
9775,near,8,13,11,1,1,1,1,1,1,1,1,1
9777,exact,9,44,15,2,2,2,2,2,2,2,2,2
9779,near,1,2,3,0,0,0,0,0,0,0,0,0
9780,near,6,8,2,0,0,0,0,0,0,0,0,0
9781,exact,5,6,3,0,0,0,0,0,0,0,0,0
9782,near,2,3,2,0,0,0,0,0,0,0,0,0
9783,exact,0,1,4,0,0,0,0,0,0,0,0,0
9784,near,9,40,18,1,0,0,0,0,0,0,1,1
9785,near,8,15,5,0,0,0,0,0,0,0,0,0
9788,near,1,2,1,0,0,0,0,0,0,0,0,0
9789,exact,8,15,3,0,0,0,0,0,0,0,0,0
9790,near,0,1,3,0,0,0,0,0,0,0,0,0
9792,exact,7,11,4,0,0,0,0,0,0,0,0,0
9793,exact,1,2,2,0,0,0,0,0,0,0,0,0
9795,exact,9,30,9,0,0,0,0,0,0,0,0,1
9796,exact,7,10,7,0,0,0,0,0,0,0,0,0
9797,exact,6,7,3,0,0,0,0,0,0,0,0,0
9798,exact,1,2,1,0,0,0,0,0,0,0,0,0
9802,exact,3,4,1,0,0,0,0,0,0,0,0,0
9803,exact,6,8,2,0,0,0,0,0,0,0,0,0
9804,far,8,19,8,1,1,0,0,0,0,0,0,0
9805,exact,2,3,1,0,0,0,0,0,0,0,0,0
9807,exact,9,27,3,0,0,0,0,0,0,0,1,0
9808,exact,8,20,5,0,0,0,0,0,0,0,0,0
9809,exact,7,9,3,0,0,0,0,0,0,0,0,0
9810,exact,0,1,3,0,0,0,0,0,0,0,0,0
9811,near,2,3,2,0,0,0,0,0,0,0,0,0
9812,exact,7,11,5,0,0,0,0,0,0,0,0,0
9813,near,7,12,2,0,0,0,0,0,0,0,0,0
9814,exact,2,3,4,0,0,0,0,0,0,0,0,0
9815,near,7,9,2,0,0,0,0,0,0,0,0,0
9816,far,2,3,1,0,0,0,0,0,0,0,0,0
9817,exact,3,4,1,0,0,0,0,0,0,0,0,0
9818,exact,2,3,3,0,0,0,0,0,0,0,0,0
9819,near,2,3,1,0,0,0,0,0,0,0,0,0
9820,far,2,3,1,0,0,0,0,0,0,0,0,0
9822,near,2,3,2,0,0,0,0,0,0,0,0,0
9823,near,7,12,5,1,1,2,0,1,1,1,1,1
9824,far,8,18,9,0,0,0,0,0,0,0,0,0
9825,exact,5,5,2,0,0,0,0,0,0,0,0,0
9826,near,2,3,2,0,0,0,0,0,0,0,0,0
9827,exact,7,9,4,0,0,0,0,0,0,0,0,0
9828,near,1,2,2,0,0,0,0,0,0,0,0,0
9829,near,6,7,3,0,0,0,0,0,0,0,0,0
9831,exact,1,2,1,0,0,0,0,0,0,0,0,0
9832,exact,5,6,1,0,0,0,0,0,0,0,0,0
9833,exact,8,17,3,0,0,0,0,0,0,0,0,0
9834,exact,9,56,17,2,2,0,3,1,2,1,1,1
9835,near,2,3,2,0,0,0,0,0,0,0,0,0
9836,near,9,29,10,1,0,0,1,0,0,0,0,0
9837,exact,2,3,1,0,0,0,0,0,0,0,0,0
9838,exact,7,12,1,0,0,0,0,0,0,0,0,0
9839,near,5,6,2,0,0,0,0,0,0,0,0,0
9840,far,5,6,4,0,0,0,0,0,0,0,0,0
9841,exact,1,2,1,0,0,0,0,0,0,0,0,0
9842,near,9,35,8,1,0,0,0,0,0,0,0,0
9845,near,1,2,3,0,0,0,0,0,0,0,0,0
9847,near,5,5,1,0,0,0,0,0,0,0,0,0
9848,near,9,41,15,0,0,0,0,0,0,0,0,0
9849,near,8,16,3,0,0,0,0,0,0,0,0,0
9850,exact,6,7,2,0,0,0,0,0,0,0,0,0
9851,exact,8,15,5,0,0,0,0,1,0,0,0,0
9853,exact,1,2,2,0,0,0,0,0,0,0,0,0
9854,exact,3,4,1,0,0,0,0,0,0,0,0,0
9855,near,6,8,2,0,0,0,0,0,0,0,0,0
9856,exact,7,11,2,0,0,0,0,0,0,0,0,0
9857,exact,7,12,4,0,0,0,0,0,0,0,0,0
9858,near,8,14,2,0,0,0,0,0,0,0,0,0
9859,near,9,32,19,1,0,0,1,0,0,0,0,0
9860,exact,5,5,5,0,0,0,0,0,0,0,0,0
9862,near,1,2,3,0,0,0,0,0,0,0,0,0
9863,far,7,9,7,0,0,0,0,0,0,0,0,0
9864,near,5,5,3,0,0,0,0,0,0,0,0,0
9865,exact,8,15,8,0,0,0,0,0,0,0,0,0
9866,exact,1,2,3,0,0,0,0,0,0,0,0,0
9868,far,0,1,1,0,0,0,0,0,0,0,0,0
9869,exact,5,6,4,0,0,0,0,0,0,0,0,0
9870,exact,8,16,8,0,0,0,0,0,0,0,0,0
9871,near,9,55,16,0,0,0,0,0,0,0,0,0
